fd_code,fd_name,yield,sf_type,unit_nav,f_type
501065,汇添富经典成长定开混合,52.2815,3,1.2756,fund
001179,德邦大健康混合,52.2591,3,1.6117,fund
004393,安信合作创新混合,52.2200,3,2.0227,fund
002594,工银现代服务业,52.2085,3,1.7230,fund
002919,东吴智慧医疗量化混合,52.2032,3,1.2435,fund
310388,申万菱信消费增长A,52.1894,3,1.4620,fund
001184,易方达新常态混合,52.1411,3,0.6040,fund
180013,银华领先策略混合,52.0958,3,1.7174,fund
000554,南方中国梦基金,52.0921,3,2.1810,fund
519624,银河君耀混合C,52.0890,3,1.5726,fund
168103,九泰锐益混合（LOF）,52.0653,3,1.5830,fund
040001,华安创新混合,52.0560,3,1.0820,fund
001403,招商国企改革,51.9676,3,1.3130,fund
000545,中邮核心竞争力混合,51.9643,3,1.7020,fund
001983,中邮低碳经济混合,51.9594,3,1.0470,fund
168108,九泰锐诚定增混合,51.8729,3,1.5109,fund
005416,鹏华尊惠18月定开混合A,51.8116,3,1.6048,fund
002165,汇添富达欣混合C,51.7798,3,1.5870,fund
519614,银河君尚混合C,51.7762,3,1.4610,fund
673073,西部利得新动力混合C,51.6942,3,1.6923,fund
001881,中欧新趋势混合,51.6784,3,1.3795,fund
166001,中欧新趋势混合A,51.6143,3,1.2806,fund
001830,融通跨界成长混合,51.6035,3,2.0800,fund
004266,招商沪港深科技创新混合,51.5932,3,1.4130,fund
002358,国投瑞银瑞祥混合A,51.5141,3,1.6912,fund
005450,华夏稳盛混合,51.4633,3,1.5940,fund
001256,泓德优选成长混合,51.4079,3,1.5669,fund
519987,长信恒利优势混合,51.2700,3,1.1990,fund
240001,华宝宝康消费品,50.8664,3,3.6109,fund
001143,华商量化进取混合,50.8259,3,1.1870,fund
